Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
8,snake,0.0001,6.615078485603011
8,slither,0.6172723675182049,4.825218333788306
8,sun,0.18515874097043916,7.566833491878991
8,sunflower,0.4436044728274794,5.7485655439716
8,seeds,0.5092194422016533,6.872924439961242
8,sand,0.31904526512393905,7.111572392531399
8,sea,0.4604498227241842,7.6537056597714415
8,seashells,0.437615005498312,4.929643678809142
8,shell,0.4651888371855809,6.9765998442734745
8,silly,0.3369082608454792,6.539029026753216
8,sun,0.4065420933541388,7.566833491878991
8,sew,0.25260896429953283,5.998053915650754
8,silver,0.17291148208545348,7.317253288919921
9,snake,0.0001,6.615078485603011
9,surreptitious,0.2486668428084059,5.225722698684167
9,sneaky,0.4920443670676622,5.214623997031937
9,stab,0.31491295552786425,5.888101954476044
9,save,0.2661943436962002,7.350612827540583
9,swim,0.3497118876913443,6.439674940917408
9,secret,0.20229132942095052,7.291201872537313
9,stealthy,0.4286267184263859,5.397934797106985
9,sexy,0.3266527231221015,5.8878776864390545
9,slippery,0.35896077546852423,6.056839702277886
9,silver,0.3014237385879658,7.317253288919921
9,slime,0.2082382254044065,5.739721039142431
9,slit,0.27765003188615567,6.175361030762423
9,sand,0.29838759112890445,7.111572392531399
9,super,0.11420489189096927,6.62247276051273
9,state,0.3575040264785141,8.299491682994473
9,stand,0.321029883821466,7.524294021687259
9,sock,0.2780679969309917,5.611217575584204
9,sodding,0.2489208845392057,4.3307991908366485
9,soak,0.33799464021895076,5.9301744514863515
10,snake,0.0001,6.615078485603011
10,school,0.24321864584952202,8.050459155669007
10,secret,0.3268459912962627,7.291201872537313
10,snow,0.22448890107758146,7.1491371433873026
10,sad,0.28209627714366814,6.969575993988795
10,sleep,0.31753719971185523,7.365752430885306
10,sick,0.3538776070143057,7.130031909374745
10,shovel,0.1917539303345649,6.011844803965525
10,slip,0.3159528590554468,6.771356457083843
10,slide,0.5950538413227197,6.712599704384631
10,sand,0.2887137988845623,7.111572392531399
10,sever,0.23411955574992105,5.751430002797572
10,stove,0.33571973055247395,6.4606913159353345
1101,safire,0.0001,4.74345488650729
1101,steak,0.22838229612121963,6.1208255516930565
1101,salamander,0.21095922717974336,5.4102709642521845
1101,stars,0.23318534291841853,7.121989658465187
1101,sky scraper,0.2681947789963358,3.1522883443830563
1101,snail,0.20532867282156508,5.853805251565671
1101,sunflower,0.24220802711788147,5.7485655439716
1101,safire,0.19816219903869292,4.74345488650729
1102,stark,0.0001,6.359550537218051
1102,super,0.229416514008993,6.62247276051273
1102,star,0.4130640973498054,7.20842421006795
1102,smear,0.26261564912860524,5.8833950997627085
1102,stuck,0.24392318697197501,6.734527410334123
1102,smile,0.19943877342660743,7.213659178501003
1102,super,0.32908290796962514,6.62247276051273
1102,sling,0.07418792872638824,5.8213418728352115
1102,swing,0.40967988436579206,6.637430285139785
1102,scar,0.2192573217165268,6.2131770940487225
1102,slave,0.1338698256760923,7.108548280748998
1102,stop,0.20178504498769034,7.459844416428481
1102,sorry,0.40917627795182665,7.086708230011748
