Subject,Fluency_Item,Semantic_Similarity,Frequency_Value
8,fridge,0.0001,5.512780421235357
8,frig,0.5613696263005552,4.329377537222727
8,fun,0.22039417330629452,6.977501967126789
8,frisbee,0.2510353970383101,5.042607010444404
8,football,0.4066248277830672,6.650880277981967
8,foot,0.5131289073010342,7.444797456796616
8,funny,0.31012346862406004,6.700384107632465
8,filibuster,0.19661842114443462,5.1728976144279555
8,frequent,0.18264568007275295,7.092830923238264
8,finally,0.0716808485661613,7.685342398134435
8,finish,0.42430371024460456,6.916787779509567
9,frog,0.0001,6.319346573095247
9,fright,0.2561210356191328,6.134287739729011
9,farm,0.17018142169079664,7.309042343927098
9,fair,0.3222064388672896,7.417572042662564
9,far,0.3917887847560113,8.016310238669655
9,freak,0.3327264234300741,5.808404099839809
9,frame,0.2365225935983809,7.173753744822513
9,flame,0.27468285275501614,6.814365611876761
9,flat,0.29143544096594654,7.180181721728836
9,flit,0.34392033775507214,5.372072045954514
9,fret,0.45635436757349,5.80891081834466
9,fee,0.3983036987415969,6.902231788022848
9,fare,0.588939273633112,6.4957056764185594
9,fist,0.29894940073168874,6.37670193559307
9,flick,0.4304349174265528,5.64683094806284
9,fire,0.4240802209305269,7.674385240403144
9,fest,0.27786343214923936,5.359283255002161
9,festival,0.6954669969024584,6.710944952601013
9,from,0.26631388110384857,9.10625353895936
10,fail,0.0001,7.077843261096821
10,fun,0.27406500457112015,6.977501967126789
10,frolic,0.5135855025363547,5.561205172399866
10,fundamental,0.22614152320865044,7.200692203366872
10,funnel,0.13391164628727636,6.021033338669964
10,funny,0.15476784409815725,6.700384107632465
10,freeze,0.24565613121301588,6.340206476873249
10,frigid,0.5046752537833128,5.6689503190058215
10,fright,0.4452433690907537,6.134287739729011
10,frozen,0.2944955349267906,6.742272302344009
10,frown,0.22774647068498322,6.094129638256501
10,frizzy,0.2693858788785821,4.712935770420799
10,finger,0.22693922808891154,6.997403904374629
10,fling,0.3638157335805028,5.921168654313878
1101,flamingo,0.0001,5.262125840405947
1101,fun,0.13912433148027425,6.977501967126789
1101,family,0.3501497171045552,8.034687842235076
1101,forest,0.24314872555815037,7.266450600273903
1101,face,0.33835779061130455,7.918229641654123
1101,foot,0.46283170396710205,7.444797456796616
1101,fish,0.3370140994542101,7.344814257867427
1101,funnel,0.19841413304589073,6.021033338669964
1102,friend,0.0001,7.645067880022755
1102,fowl,0.09745351166422589,6.059820813491362
1102,folly,0.33273886154765153,6.501862169860763
1102,foal,0.16840786990863088,5.411560786048546
1102,fund,0.17939784639986922,7.144150447070108
1102,fair,0.2694264707923668,7.417572042662564
1102,fantastic,0.49287267384699707,6.433598001676775
1102,frame,0.2171691709316863,7.173753744822513
1102,festival,0.2693112104726203,6.710944952601013
1102,frolic,0.36773456153363693,5.561205172399866
1102,fun,0.5135855025363547,6.977501967126789
1102,friend,0.49953404443492055,7.645067880022755
1102,foe,0.5275779378362275,6.411673231984464
1102,fling,0.3506417651868088,5.921168654313878
1102,fly,0.3621837591629127,7.029176525125925
1102,flare,0.26604254840616715,5.951693940899606
1103,fribulous,0.0001,0.0001
1103,fart,0.33194147116639805,5.326671694703335
1103,fang,0.1893967487633348,5.781032624416109
1103,flirt,0.1632474831721833,5.524658307476895
1103,felt,0.09330204285185673,7.78849068333279
1103,flipper,0.20825473742964484,4.9769228513748285
1103,fuck,0.24797459451152148,6.258747877268941
1103,frantic,0.268489639799361,6.1368036140728
1103,friend,0.22642433547322693,7.645067880022755
1103,from,0.32797355898442015,9.10625353895936
1103,familiar,0.29528043417567496,7.25554006870323
1103,fantasia,0.18335705699106386,5.353571965634509
1103,frisky,0.2533925423120751,5.029517698323769
1103,fan,0.16695899508081524,6.641491561255962
1103,fantastic,0.2921761686190625,6.433598001676775
1103,fill,0.22357308526639807,7.1230344316078495
1103,flounder,0.2724496341410614,5.421176001852093
1103,fish,0.5479934688247556,7.344814257867427
1104,fill,0.0001,7.1230344316078495
1104,foal,0.18163430210179654,5.411560786048546
1104,feminine,0.2865426216711633,6.620617053453142
1104,fertile,0.23620262086896204,6.532066094810552
1104,febrile,0.3244931800742997,5.709033239909347
1104,fur,0.2860151280316221,6.787198898055034
1104,fib,0.16319280904148414,5.145882900336614
1104,finger,0.17135228051940699,6.997403904374629
1104,foot,0.5375518778551316,7.444797456796616
1104,femur,0.33475667881348437,5.949345598983749
1104,fart,0.13151503140942478,5.326671694703335
1104,famous,0.1248544509051529,7.256218044000712
1104,fame,0.6564689691867927,6.835377132378444
1104,flight,0.30655719959778205,7.109643972978312
1104,flood,0.31393325893170343,6.7727521931113035
1104,flounder,0.3150193776234984,5.421176001852093
1104,flower,0.27662885537152304,6.982722709789012
1104,flare,0.29171025765417835,5.951693940899606
1104,frig,0.18260932279629327,4.329377537222727
1104,frame,0.10542712953963074,7.173753744822513
1104,frapuccino,0.13723610935754493,0.0001
1104,float,0.23228497576691176,6.450069038990588
1105,fang,0.0001,5.781032624416109
1105,fart,0.1893967487633348,5.326671694703335
1105,father,0.2501908019294907,7.968360679782387
1105,fool,0.4084700832023671,6.82670070781194
1105,football,0.27472449729906057,6.650880277981967
1105,fan,0.3202739457276693,6.641491561255962
1105,family,0.33346800683872746,8.034687842235076
1105,font,0.3094697927619928,6.340206476873249
1105,fright,0.25306493240555894,6.134287739729011
1105,fry,0.20332964971674217,6.262857427693985
1105,finish,0.240025691623857,6.916787779509567
1105,form,0.3626533664781917,8.100977189081608
1105,fail,0.15852536531219474,7.077843261096821
1105,fat,0.32752821908932084,7.192940178924858
1105,fast,0.37174261207397163,7.319165794125907
1105,finish,0.36015008419118244,6.916787779509567
1105,fight,0.34893669462135646,7.301528127940027
1105,fill,0.317465003818292,7.1230344316078495
1105,faint,0.21151350996608032,6.725899550250425
1105,fantastic,0.13593344431947885,6.433598001676775
1106,figured,0.0001,6.616082002450556
1106,friend,0.2805974912233422,7.645067880022755
1106,francophone,0.2823863160953023,5.0870285562364455
1106,french,0.678521211120461,7.728074493650247
1106,find,0.3051443236777689,8.053340048240107
1106,fine,0.2672676767302806,7.57972417420935
1106,frown,0.24266881161973308,6.094129638256501
1106,found,0.09171917483590586,8.204386620029185
1106,frank,0.19776192434688344,7.217742154212034
1107,fresh,0.0001,7.310671543981487
1107,frost,0.35418266510409757,6.557828893742051
1107,frolic,0.30667569524544347,5.561205172399866
1107,fool,0.4536336921896691,6.82670070781194
1107,friend,0.3320207668404067,7.645067880022755
1107,foe,0.5275779378362275,6.411673231984464
1107,fight,0.5318315863878023,7.301528127940027
1107,forget,0.5149918041179024,7.136519540563799
1107,foil,0.1774483473980062,6.230470635559519
1107,foliage,0.278605738860892,6.412628856425515
1107,flora,0.4380657409863634,6.426033925837907
1107,fona,0.2436052696712836,3.5174598265402324
1107,frosh,0.21840928460211195,4.616023654653256
1107,finger,0.1921082743745215,6.997403904374629
1107,frosting,0.3119284788220251,5.43953321262022
1107,frozen,0.3765717686833374,6.742272302344009
1108,fuck,0.0001,6.258747877268941
1108,fat,0.330514828868709,7.192940178924858
1108,fan,0.28921085892256193,6.641491561255962
1108,fall,0.3054264162861996,7.593500380559348
1108,follow,0.35167087519935847,7.554843852492736
1108,felt,0.14291317450523522,7.78849068333279
1108,frown,0.18792392585157025,6.094129638256501
1108,friday,0.09438230912557699,6.755833176640738
1108,foal,0.09377948757109011,5.411560786048546
1108,fake,0.11275043540480878,6.092652583511566
1109,frivolous,0.0001,5.986079894140016
1109,fantastic,0.14281384220088944,6.433598001676775
1109,fabulous,0.7300563889261605,6.101304651679534
1109,frumpy,0.4091659081574708,4.351776987317764
1109,fly,0.25584844525071315,7.029176525125925
1109,frog,0.3782009006243249,6.319346573095247
1109,fry,0.3212232383404552,6.262857427693985
1109,fold,0.3157263110766597,6.723799605410686
1109,fib,0.26327577275122716,5.145882900336614
1110,fish,0.0001,7.344814257867427
1110,find,0.1923503554670032,8.053340048240107
1110,file,0.43947729122162504,7.426418146453758
1110,fast,0.32045267815647505,7.319165794125907
1110,philippino,0.07876632598263844,3.5474054596674898
1110,fissure,0.11664065102759746,5.939980258543012
1111,fox,0.0001,6.849727180808252
1111,feather,0.22560236365454522,6.350281364665921
1111,fire,0.3303100916821683,7.674385240403144
1111,flipper,0.2209576795302428,4.9769228513748285
1111,frittata,0.21947798392194318,4.559116279991961
1111,fahrenheit,0.16482065600331797,5.808935093602755
1111,frank,0.29209679986038406,7.217742154212034
1111,finger,0.28934434991656444,6.997403904374629
1111,fist,0.5979521046302414,6.37670193559307
1111,fix,0.34870402567778624,6.761981633505442
1111,flip,0.3486590230941089,6.1956517295201845
1111,fairy,0.24492167078972593,6.506511120602599
1111,france,0.2744881979732372,7.572104662732022
1111,french,0.597780762310554,7.728074493650247
1112,fun,0.0001,6.977501967126789
1112,fall,0.23890244125368676,7.593500380559348
1112,freedom,0.17470890908875292,7.463448079440309
1112,fight,0.2718302721314245,7.301528127940027
1112,fruit,0.25181382089673865,7.197499387404151
1112,fat,0.36419664150943853,7.192940178924858
1112,foreshadow,0.16839196643378584,5.078935076086468
1113,fold,0.0001,6.723799605410686
1113,finger,0.3623998368501433,6.997403904374629
1113,fork,0.4497424296820358,6.525616791442573
1113,frown,0.23691632280442776,6.094129638256501
1113,flat,0.2139177957651166,7.180181721728836
1113,furrow,0.3872263165926375,5.784364772194381
1113,fiber,0.293541381196479,6.787692508561612
1113,focus,0.21698729731997835,7.29453341535891
1113,fondle,0.27009323112514516,4.974861566408699
1113,fart,0.3498998900412291,5.326671694703335
1113,frat,0.32186176153209733,4.930057124920841
1113,friday,0.11213473943125873,6.755833176640738
1113,frigid,0.06653177130094934,5.6689503190058215
1113,feline,0.29061393866151763,5.559176204996112
1114,farmhouse,0.0001,5.875215844713415
1114,farm,0.826442855915975,7.309042343927098
1114,ferris wheel,0.2947279317749598,4.889234451702464
1114,forest,0.16449201352071252,7.266450600273903
1114,fanshaw college,0.21838716734381547,0.0001
1114,forgotten,0.214369641090978,7.003020758700068
1114,fail,0.39015870682024234,7.077843261096821
1114,failing,0.6947241834205853,6.63345067944165
1114,fell,0.36998011850369883,7.4149455355298
1114,fall,0.6100057026051189,7.593500380559348
1114,fixture,0.2286666637139103,5.88920082239495
1123,fuck,0.0001,6.258747877268941
1123,ferry,0.16469222386434723,6.46705760115854
1123,free,0.21089471241209856,7.894565693635874
1123,farm,0.2390938036025968,7.309042343927098
1123,ferret,0.20859274580390874,5.531510849286077
1123,foible,0.3142104651879538,4.818357877958355
1123,fair,0.264029612658195,7.417572042662564
1123,far,0.3917887847560113,8.016310238669655
1126,fire,0.0001,7.674385240403144
1126,free,0.2683089891575555,7.894565693635874
1126,favourite,0.07184435848294801,6.344166421140658
1126,frightening,0.0001,6.184260896939714
1126,feel,0.3988322446859456,7.738621155839794
1126,forever,0.3309218837122091,6.988947240494112
1126,fight,0.30891085871482293,7.301528127940027
1126,forgive,0.42402285337585455,6.694325756802264
1126,fragrance,0.1843681331772875,6.099382263250459
1126,flower,0.5005293628478812,6.982722709789012
1135,fantastic,0.0001,6.433598001676775
1135,fruit,0.2231460138160677,7.197499387404151
1135,funny,0.2074033816331906,6.700384107632465
1135,farrell,0.19945689628967977,5.812160372582623
1135,fire,0.26044024593683446,7.674385240403144
1135,fur,0.3041801375348856,6.787198898055034
1135,fur-tree,0.296873971754398,0.0001
1135,fine,0.2540375698290993,7.57972417420935
1135,fin,0.542216560141744,6.3796149443127526
1135,faint,0.24632154478867319,6.725899550250425
1135,fain,0.26876302769934735,6.025579057075631
1135,frugal,0.16644351755958298,5.631245856111432
1135,fit,0.1780990655695469,7.280256513580576
1135,fitness,0.5802927491500226,6.485251822402516
1135,fun,0.3768644185362482,6.977501967126789
1135,face,0.2711926149369279,7.918229641654123
1135,few,0.17795358570465125,8.089262314435018
1135,far,0.5081106396969838,8.016310238669655
1135,fast,0.3659225774539434,7.319165794125907
1135,fasting,0.49331800069092435,6.178047541211029
1135,fabulous,0.14538250945770836,6.101304651679534
1135,fuse,0.07706295669743535,6.10786905402665
1161,face,0.0001,7.918229641654123
1161,faucet,0.27365437458864306,5.527387556227087
1161,food,0.2655363730793612,7.727531863478905
1161,fangs,0.20274750378076145,5.629134254770497
1161,felt,0.16729471480466307,7.78849068333279
1161,finger,0.30812473824841735,6.997403904374629
1161,fight,0.3452922007882705,7.301528127940027
1161,fist,0.5180444631202652,6.37670193559307
1161,flower,0.28320116942209905,6.982722709789012
1161,family,0.23406711005291525,8.034687842235076
1161,far,0.3071933732640242,8.016310238669655
1161,fake,0.3719093481935495,6.092652583511566
1161,fan,0.20735189212740424,6.641491561255962
1161,fantastic,0.2921761686190625,6.433598001676775
1161,fruit,0.2231460138160677,7.197499387404151
1161,free,0.19544225950993543,7.894565693635874
1161,fries,0.25703328587960317,5.818344021486745
